DateMonth,AgeDays,clientRegion
2018/01,0,EMEA
2018/01,24,APAC
2018/02,1,APAC
2018/02,1,EMEA
2018/02,0,AMER
2018/02,0,AMER
2018/03,0,Other
2018/03,1,AMER
2018/03,0,EMEA
2018/03,103,EMEA
2018/04,4,AMER
2018/04,0,AMER
2018/04,1,AMER
2018/04,1,EMEA
2018/05,4,AMER
2018/05,12,APAC
2018/05,2,AMER
2018/05,19,AMER
2018/06,0,AMER
2018/06,4,AMER
2018/06,14,AMER
2018/07,0,EMEA
2018/07,13,APAC
2018/07,9,AMER
2018/07,0,EMEA
2018/07,2,APAC
2018/07,12,EMEA
2018/07,37,APAC
2018/07,0,AMER
2018/08,0,AMER
2018/08,3,AMER
2018/08,13,EMEA
2018/08,7,AMER
2018/08,0,EMEA
2018/01,1,ASIA
2018/01,75,APAC
2018/01,5,AMER
2018/01,0,AMER
2018/02,4,AMER
2018/02,10,EMEA
2018/02,0,APAC
2018/03,0,EMEA
2018/03,19,AMER
2018/03,0,Other
2018/04,0,AMER
2018/04,7,EMEA
2018/04,1,AMER
2018/04,6,AMER
2018/04,18,EMEA
2018/05,2,APAC
2018/05,12,APAC
2018/05,2,Other
2018/05,0,APAC
2018/05,4,AMER
2018/06,0,AMER
2018/07,0,AMER
2018/07,0,AMER
2018/07,4,EMEA
2018/07,2,APAC
2018/07,6,AMER
2018/08,6,APAC
2018/08,0,AMER
2018/08,0,EMEA
2018/01,2,Australia
2018/01,0,AMER
2018/01,33,EMEA
2018/01,0,AMER
2018/01,39,EMEA
2018/02,15,Other
2018/02,49,EMEA
2018/02,0,EMEA
2018/03,0,AMER
2018/03,7,EMEA
2018/03,35,EMEA
2018/03,7,EMEA
2018/03,0,APAC
2018/03,10,EMEA
2018/04,22,AMER
2018/04,5,AMER
2018/04,0,AMER
2018/04,0,APAC
2018/04,0,AMER
2018/04,3,APAC
2018/05,0,AMER
2018/05,69,AMER
2018/05,0,EMEA
2018/05,0,APAC
2018/05,5,AMER
2018/05,1,AMER
2018/06,0,AMER
2018/06,0,Other
2018/06,0,APAC
2018/06,6,APAC
2018/06,6,APAC
2018/07,6,EMEA
2018/07,12,AMER
2018/08,3,APAC
2018/08,0,AMER
2018/08,13,AMER
2018/08,3,APAC
2018/08,21,AMER
2018/01,0,EMEA
2018/01,2,ASIA
2018/01,1,AMER
2018/01,14,EMEA
2018/02,0,EMEA
2018/02,0,EMEA
2018/03,4,EMEA
2018/03,0,APAC
2018/03,0,EMEA
2018/03,0,APAC
2018/03,0,EMEA
2018/03,17,APAC
2018/04,13,Other
2018/04,4,AMER
2018/04,1,EMEA
2018/04,20,APAC
2018/04,2,EMEA
2018/05,40,EMEA
2018/05,3,EMEA
2018/05,5,APAC
2018/05,9,AMER
2018/06,0,EMEA
2018/06,1,AMER
2018/07,6,APAC
2018/07,0,APAC
2018/07,12,EMEA
2018/08,3,AMER
2018/08,0,AMER
2018/08,0,AMER
2018/08,20,AMER
2018/08,3,EMEA
2018/01,1,AMER
2018/01,12,AMER
2018/01,0,AMER
2018/02,32,APAC
2018/02,4,APAC
2018/02,5,AMER
2018/02,1,AMER
2018/03,3,APAC
2018/03,0,EMEA
2018/03,14,AMER
2018/03,1,EMEA
2018/03,6,AMER
2018/03,0,EMEA
2018/04,0,EMEA
2018/04,15,AMER
2018/04,0,EMEA
2018/05,0,AMER
2018/05,0,EMEA
2018/05,8,AMER
2018/05,2,APAC
2018/06,0,EMEA
2018/07,10,APAC
2018/07,0,EMEA
2018/07,14,EMEA
2018/07,0,APAC
2018/07,2,AMER
2018/07,3,EMEA
2018/08,3,EMEA
2018/08,0,AMER
2018/08,0,EMEA
2018/08,0,APAC
2018/08,6,AMER
2018/01,6,ASIA
2018/01,1,AMER
2018/01,4,EMEA
2018/02,22,AMER
2018/02,1,APAC
2018/03,5,APAC
2018/03,5,APAC
2018/03,10,EMEA
2018/03,7,APAC
2018/04,16,AMER
2018/03,26,AMER
2018/04,0,AMER
2018/04,0,EMEA
2018/04,27,EMEA
2018/05,6,APAC
2018/05,6,AMER
2018/05,14,APAC
2018/06,11,APAC
2018/06,0,APAC
2018/06,40,APAC
2018/06,0,EMEA
2018/07,2,EMEA
2018/07,1,AMER
2018/07,0,EMEA
2018/07,1,AMER
2018/07,23,AMER
2018/07,0,AMER
2018/07,6,AMER
2018/08,0,APAC
2018/08,0,AMER
2018/08,0,AMER
2018/08,7,EMEA
2018/08,0,EMEA
2018/08,3,APAC
2018/01,0,ASIA
2018/01,0,EMEA
2018/01,3,AMER
2018/01,1,AMER
2018/01,1,EMEA
2018/02,26,APAC
2018/02,0,APAC
2018/02,4,AMER
2018/03,5,EMEA
2018/03,60,APAC
2018/04,15,AMER
2018/04,63,AMER
2018/04,1,APAC
2018/04,0,EMEA
2018/05,9,AMER
2018/05,8,AMER
2018/05,3,AMER
2018/06,21,AMER
2018/06,3,EMEA
2018/06,17,APAC
2018/06,6,AMER
2018/07,7,EMEA
2018/07,0,EMEA
2018/07,5,Other
2018/07,3,EMEA
2018/08,0,AMER
2018/08,0,AMER
2018/08,0,APAC
2018/01,0,AMER
2018/01,0,ASIA
2018/03,0,APAC
2018/03,6,EMEA
2018/03,4,APAC
2018/03,42,EMEA
2018/04,5,AMER
2018/04,5,EMEA
2018/04,1,EMEA
2018/04,0,EMEA
2018/05,21,EMEA
2018/05,10,AMER
2018/06,6,AMER
2018/05,4,EMEA
2018/05,34,AMER
2018/06,2,AMER
2018/06,1,APAC
2018/07,0,AMER
2018/07,1,AMER
2018/07,4,EMEA
2018/07,24,APAC
2018/08,5,EMEA
2018/08,0,APAC
2018/08,0,APAC
2018/08,0,Other
2018/08,14,EMEA
2018/08,2,EMEA
2018/01,0,AMER
2018/01,12,EMEA
2018/01,4,EMEA
2018/01,0,Other
2018/01,12,EMEA
2018/01,0,AMER
2018/01,26,EMEA
2018/02,4,EMEA
2018/02,0,AMER
2018/02,34,EMEA
2018/02,3,APAC
2018/02,22,EMEA
2018/03,17,AMER
2018/03,8,AMER
2018/03,5,AMER
2018/03,8,APAC
2018/04,6,EMEA
2018/04,0,AMER
2018/04,0,AMER
2018/05,12,APAC
2018/05,7,AMER
2018/05,0,AMER
2018/05,103,EMEA
2018/05,0,AMER
2018/05,0,AMER
2018/06,7,EMEA
2018/06,0,EMEA
2018/06,0,EMEA
2018/06,0,EMEA
2018/07,3,EMEA
2018/07,7,APAC
2018/07,27,Other
2018/07,0,AMER
2018/07,6,EMEA
2018/08,0,EMEA
2018/08,80,AMER
2018/08,0,APAC
2018/08,1,AMER
2018/08,0,EMEA
2018/08,0,APAC
2018/08,0,AMER
2018/08,5,EMEA
2018/08,63,AMER
2018/01,3,ASIA
2018/01,0,AMER
2018/02,0,AMER
2018/02,15,EMEA
2018/03,1,AMER
2018/03,0,EMEA
2018/03,10,EMEA
2018/03,0,AMER
2018/04,1,EMEA
2018/04,31,EMEA
2018/04,1,APAC
2018/04,5,APAC
2018/04,47,APAC
2018/05,8,EMEA
2018/05,4,APAC
2018/05,0,EMEA
2018/05,0,EMEA
2018/05,0,EMEA
2018/06,0,APAC
2018/06,3,APAC
2018/06,3,AMER
2018/06,0,EMEA
2018/06,0,AMER
2018/07,0,APAC
2018/07,0,AMER
2018/07,0,EMEA
2018/07,0,AMER
2018/07,3,APAC
2018/07,1,AMER
2018/08,0,EMEA
2018/08,29,EMEA
2018/08,0,EMEA
2018/08,7,AMER
2018/01,7,ASIA
2018/01,0,EMEA
2018/02,4,EMEA
2018/02,0,EMEA
2018/02,14,EMEA
2018/02,0,APAC
2018/03,6,EMEA
2018/03,11,EMEA
2018/03,0,AMER
2018/03,0,APAC
2018/03,0,AMER
2018/03,21,AMER
2018/04,4,AMER
2018/04,1,EMEA
2018/04,1,EMEA
2018/04,15,EMEA
2018/04,21,EMEA
2018/05,12,EMEA
2018/05,17,AMER
2018/05,56,AMER
2018/05,1,EMEA
2018/05,0,AMER
2018/05,55,AMER
2018/06,1,EMEA
2018/06,5,EMEA
2018/06,5,AMER
2018/06,26,AMER
2018/07,0,AMER
2018/07,1,APAC
2018/07,0,AMER
2018/07,2,APAC
2018/08,0,AMER
2018/08,19,AMER
2018/08,0,EMEA
2018/08,0,APAC
2018/01,5,AMER
2018/01,13,AMER
2018/01,1,ASIA
2018/01,3,AMER
2018/01,26,AMER
2018/01,0,ASIA
2018/02,0,EMEA
2018/02,0,AMER
2018/03,12,AMER
2018/03,3,APAC
2018/03,1,EMEA
2018/03,0,AMER
2018/03,13,AMER
2018/03,0,EMEA
2018/04,31,EMEA
2018/04,2,APAC
2018/05,12,APAC
2018/05,32,EMEA
2018/05,0,EMEA
2018/05,6,AMER
2018/05,8,EMEA
2018/05,4,APAC
2018/05,7,EMEA
2018/06,5,EMEA
2018/06,12,AMER
2018/06,0,EMEA
2018/07,9,EMEA
2018/07,0,AMER
2018/08,0,APAC
2018/08,0,AMER
2018/08,0,EMEA
2018/08,14,AMER
2018/08,1,EMEA
2018/08,0,AMER
2018/08,19,EMEA
2018/01,0,EMEA
2018/01,5,EMEA
2018/01,0,AMER
2018/01,2,AMER
2018/01,1,EMEA
2018/01,8,EMEA
2018/02,17,EMEA
2018/02,7,EMEA
2018/02,3,EMEA
2018/03,1,AMER
2018/03,55,EMEA
2018/03,8,EMEA
2018/04,4,Other
2018/04,4,EMEA
2018/04,1,AMER
2018/04,3,AMER
2018/04,4,APAC
2018/05,0,EMEA
2018/05,32,EMEA
2018/05,1,EMEA
2018/06,1,AMER
2018/06,0,AMER
2018/06,3,APAC
2018/06,0,EMEA
2018/06,15,AMER
2018/07,0,APAC
2018/07,2,AMER
2018/07,0,AMER
2018/07,7,AMER
2018/08,2,AMER
2018/08,0,APAC
2018/08,12,APAC
2018/08,0,APAC
2018/08,8,AMER
2018/01,4,ASIA
2018/01,8,AMER
2018/01,0,AMER
2018/01,1,EMEA
2018/02,8,EMEA
2018/02,3,AMER
2018/02,111,Other
2018/02,0,EMEA
2018/03,0,Other
2018/03,0,APAC
2018/03,1,APAC
2018/04,2,EMEA
2018/04,0,Other
2018/05,0,EMEA
2018/05,134,APAC
2018/05,18,APAC
2018/05,1,AMER
2018/06,0,AMER
2018/06,0,EMEA
2018/07,6,AMER
2018/07,54,APAC
2018/07,0,AMER
2018/07,1,APAC
2018/07,6,EMEA
2018/07,2,EMEA
2018/07,0,EMEA
2018/08,0,APAC
2018/08,0,AMER
2018/08,3,APAC
2018/01,1,EMEA
2018/01,1,EMEA
2018/01,55,AMER
2018/01,1,EMEA
2018/01,0,EMEA
2018/01,5,AMER
2018/02,6,EMEA
2018/02,0,EMEA
2018/02,7,AMER
2018/03,0,APAC
2018/03,3,AMER
2018/03,0,APAC
2018/03,1,AMER
2018/03,14,EMEA
2018/03,0,APAC
2018/04,0,EMEA
2018/04,1,EMEA
2018/04,3,AMER
2018/05,14,EMEA
2018/05,0,AMER
2018/05,1,APAC
2018/05,7,AMER
2018/05,35,APAC
2018/06,7,AMER
2018/06,28,APAC
2018/06,0,AMER
2018/07,104,EMEA
2018/07,7,AMER
2018/07,2,EMEA
2018/07,0,APAC
2018/07,0,Other
2018/08,0,APAC
2018/08,0,EMEA
2018/08,2,APAC
2018/08,1,EMEA
2018/08,2,EMEA
2018/01,0,EMEA
2018/01,4,ASIA
2018/01,0,ASIA
2018/01,2,EMEA
2018/01,15,AMER
2018/01,0,EMEA
2018/01,1,EMEA
2018/02,1,EMEA
2018/02,0,APAC
2018/02,27,APAC
2018/02,0,EMEA
2018/02,1,APAC
2018/02,1,AMER
2018/03,3,AMER
2018/03,0,AMER
2018/03,8,EMEA
2018/03,14,AMER
2018/03,4,AMER
2018/03,0,EMEA
2018/03,0,APAC
2018/04,0,APAC
2018/04,0,APAC
2018/04,4,EMEA
2018/04,6,APAC
2018/04,3,APAC
2018/05,0,AMER
2018/05,11,EMEA
2018/05,7,AMER
2018/05,12,APAC
2018/06,7,AMER
2018/06,120,EMEA
2018/06,2,EMEA
2018/07,0,Other
2018/07,0,AMER
2018/07,100,AMER
2018/08,14,EMEA
2018/08,1,EMEA
2018/01,9,EMEA
2018/01,1,ASIA
2018/01,5,AMER
2018/02,101,APAC
2018/02,3,EMEA
2018/02,0,AMER
2018/03,15,AMER
2018/03,3,EMEA
2018/03,86,AMER
2018/04,1,APAC
2018/04,0,APAC
2018/04,8,APAC
2018/04,3,APAC
2018/04,1,APAC
2018/04,0,AMER
2018/05,0,AMER
2018/05,10,AMER
2018/05,18,APAC
2018/05,1,EMEA
2018/05,0,AMER
2018/05,6,EMEA
2018/06,0,EMEA
2018/06,17,EMEA
2018/06,0,APAC
2018/07,3,AMER
2018/07,0,APAC
2018/07,0,AMER
2018/07,4,EMEA
2018/07,0,EMEA
2018/07,5,AMER
2018/08,2,AMER
2018/08,6,AMER
2018/08,3,AMER
2018/01,0,EMEA
2018/01,1,ASIA
2018/01,0,EMEA
2018/01,0,AMER
2018/02,1,EMEA
2018/02,2,APAC
2018/02,1,EMEA
2018/03,0,EMEA
2018/03,36,AMER
2018/03,2,EMEA
2018/04,71,EMEA
2018/04,1,EMEA
2018/04,27,APAC
2018/04,0,AMER
2018/04,0,EMEA
2018/05,21,EMEA
2018/05,0,AMER
2018/05,0,AMER
2018/05,8,AMER
2018/06,3,AMER
2018/06,4,APAC
2018/06,0,AMER
2018/06,1,AMER
2018/07,7,AMER
2018/07,6,APAC
2018/07,4,AMER
2018/07,10,AMER
2018/07,2,AMER
2018/07,41,APAC
2018/08,5,EMEA
2018/08,0,APAC
2018/08,7,EMEA
2018/08,0,EMEA
2018/08,8,EMEA
2018/01,2,EMEA
2018/01,0,EMEA
2018/01,3,Other
2018/01,12,ASIA
2018/01,0,EMEA
2018/01,2,AMER
2018/02,14,EMEA
2018/02,0,AMER
2018/02,12,AMER
2018/02,0,AMER
2018/03,0,AMER
2018/03,0,AMER
2018/03,0,EMEA
2018/03,7,Other
2018/04,0,EMEA
2018/04,37,AMER
2018/04,12,APAC
2018/04,17,Other
2018/04,1,EMEA
2018/05,0,EMEA
2018/05,15,AMER
2018/05,6,EMEA
2018/05,4,APAC
2018/05,13,EMEA
2018/05,19,APAC
2018/05,0,AMER
2018/06,26,EMEA
2018/06,0,AMER
2018/07,65,AMER
2018/07,0,AMER
2018/07,0,APAC
2018/07,4,APAC
2018/07,6,EMEA
2018/08,5,APAC
2018/08,0,APAC
2018/08,68,AMER
2018/08,0,APAC
2018/01,6,AMER
2018/01,21,EMEA
2018/01,1,AMER
2018/01,4,AMER
2018/01,1,AMER
2018/01,0,AMER
2018/02,2,APAC
2018/02,2,EMEA
2018/03,8,APAC
2018/03,1,EMEA
2018/04,1,EMEA
2018/04,13,AMER
2018/04,15,APAC
2018/04,0,APAC
2018/04,1,AMER
2018/05,0,APAC
2018/05,0,EMEA
2018/06,5,APAC
2018/06,0,AMER
2018/06,53,EMEA
2018/06,4,APAC
2018/07,2,APAC
2018/07,1,EMEA
2018/07,6,APAC
2018/07,0,EMEA
2018/07,21,AMER
2018/07,1,EMEA
2018/08,15,EMEA
2018/08,11,AMER
2018/08,0,AMER
2018/08,3,AMER
2018/08,5,EMEA
2018/01,12,AMER
2018/01,1,EMEA
2018/01,2,EMEA
2018/01,0,AMER
2018/02,4,APAC
2018/02,1,AMER
2018/02,4,APAC
2018/02,1,AMER
2018/02,0,AMER
2018/03,28,APAC
2018/03,0,AMER
2018/03,15,APAC
2018/04,2,AMER
2018/04,4,EMEA
2018/04,1,EMEA
2018/04,0,AMER
2018/04,12,APAC
2018/04,17,APAC
2018/05,1,EMEA
2018/05,0,AMER
2018/05,0,APAC
2018/06,0,APAC
2018/06,1,AMER
2018/06,1,AMER
2018/06,9,EMEA
2018/06,12,EMEA
2018/06,8,AMER
2018/06,0,EMEA
2018/07,6,EMEA
2018/07,9,AMER
2018/08,1,Other
2018/08,0,AMER
2018/08,0,EMEA
2018/08,60,EMEA
2018/08,0,APAC
2018/01,6,AMER
2018/01,0,Other
2018/01,6,AMER
2018/01,0,AMER
2018/02,5,AMER
2018/02,34,AMER
2018/03,73,EMEA
2018/03,0,EMEA
2018/03,1,AMER
2018/03,9,EMEA
2018/04,16,EMEA
2018/04,0,EMEA
2018/04,6,AMER
2018/04,2,APAC
2018/04,0,APAC
2018/04,0,EMEA
2018/04,0,AMER
2018/04,31,EMEA
2018/05,10,APAC
2018/05,2,EMEA
2018/05,2,AMER
2018/07,13,AMER
2018/07,12,EMEA
2018/07,51,EMEA
2018/07,0,AMER
2018/07,6,EMEA
2018/08,0,AMER
2018/08,1,AMER
2018/08,7,EMEA
2018/08,0,AMER
2018/08,2,AMER
2018/08,10,EMEA
2018/01,0,Other
2018/01,1,ASIA
2018/01,0,EMEA
2018/02,3,AMER
2018/02,0,EMEA
2018/02,0,AMER
2018/03,32,AMER
2018/03,9,APAC
2018/03,7,AMER
2018/03,0,EMEA
2018/03,0,APAC
2018/03,0,AMER
2018/04,1,APAC
2018/04,4,AMER
2018/04,51,EMEA
2018/04,1,AMER
2018/04,3,EMEA
2018/05,12,APAC
2018/05,1,EMEA
2018/05,0,EMEA
2018/05,2,APAC
2018/06,15,AMER
2018/06,2,AMER
2018/06,7,APAC
2018/06,3,AMER
2018/06,0,EMEA
2018/07,0,APAC
2018/07,1,EMEA
2018/07,0,APAC
2018/07,0,AMER
2018/07,3,AMER
2018/08,5,AMER
2018/08,5,AMER
2018/08,1,AMER
2018/08,2,EMEA
2018/08,8,EMEA
2018/08,14,APAC
2018/01,32,APAC
2018/01,2,ASIA
2018/01,14,AMER
2018/01,0,AMER
2018/02,0,APAC
2018/02,0,AMER
2018/02,0,AMER
2018/02,6,APAC
2018/03,2,AMER
2018/03,11,EMEA
2018/04,3,AMER
2018/04,10,AMER
2018/04,0,AMER
2018/04,0,EMEA
2018/04,1,EMEA
2018/05,8,EMEA
2018/05,6,EMEA
2018/05,0,EMEA
2018/06,0,AMER
2018/06,1,EMEA
2018/06,5,EMEA
2018/07,7,EMEA
2018/07,0,AMER
2018/07,0,APAC
2018/07,0,AMER
2018/07,1,EMEA
2018/07,0,AMER
2018/08,1,APAC
2018/08,0,AMER
2018/08,12,EMEA
2018/08,14,AMER
2018/08,62,AMER
2018/08,0,AMER
2018/01,1,ASIA
2018/01,32,EMEA
2018/01,1,AMER
2018/01,0,AMER
2018/02,24,EMEA
2018/02,5,APAC
2018/02,0,AMER
2018/02,1,EMEA
2018/02,75,AMER
2018/03,1,AMER
2018/03,0,EMEA
2018/04,12,AMER
2018/04,0,EMEA
2018/05,0,APAC
2018/05,71,EMEA
2018/05,1,EMEA
2018/05,1,APAC
2018/05,0,EMEA
2018/06,6,APAC
2018/06,0,APAC
2018/06,1,AMER
2018/07,2,EMEA
2018/07,1,EMEA
2018/07,1,EMEA
2018/07,3,EMEA
2018/07,0,AMER
2018/07,0,EMEA
2018/08,0,EMEA
2018/08,11,APAC
2018/08,1,AMER
2018/08,0,AMER
2018/08,5,EMEA
2018/01,0,EMEA
2018/01,2,AMER
2018/02,15,APAC
2018/02,0,EMEA
2018/02,25,EMEA
2018/02,7,APAC
2018/02,0,AMER
2018/03,0,EMEA
2018/03,0,EMEA
2018/03,0,AMER
2018/04,1,EMEA
2018/04,1,Other
2018/04,6,APAC
2018/04,1,APAC
2018/04,0,AMER
2018/05,1,EMEA
2018/05,0,EMEA
2018/05,1,EMEA
2018/05,0,APAC
2018/05,2,EMEA
2018/06,3,AMER
2018/06,1,Other
2018/07,0,AMER
2018/07,7,EMEA
2018/07,0,AMER
2018/08,0,AMER
2018/08,0,EMEA
2018/08,1,APAC
2018/01,121,EMEA
2018/01,0,AMER
2018/01,0,ASIA
2018/02,4,APAC
2018/02,0,EMEA
2018/02,0,APAC
2018/02,4,EMEA
2018/02,0,EMEA
2018/03,5,AMER
2018/03,0,EMEA
2018/03,0,AMER
2018/03,7,EMEA
2018/04,1,APAC
2018/04,4,APAC
2018/04,1,EMEA
2018/04,10,EMEA
2018/04,0,AMER
2018/04,0,EMEA
2018/05,6,AMER
2018/05,4,APAC
2018/05,0,EMEA
2018/05,172,AMER
2018/05,3,EMEA
2018/05,0,AMER
2018/05,1,APAC
2018/05,2,EMEA
2018/05,12,EMEA
2018/06,6,EMEA
2018/06,11,AMER
2018/06,10,EMEA
2018/06,0,EMEA
2018/07,2,AMER
2018/07,0,EMEA
2018/07,0,EMEA
2018/08,3,APAC
2018/08,18,AMER
2018/08,12,EMEA
2018/08,1,AMER
2018/01,5,AMER
2018/01,0,AMER
2018/01,6,Other
2018/02,2,EMEA
2018/02,3,AMER
2018/02,0,APAC
2018/03,2,AMER
2018/03,0,APAC
2018/03,0,APAC
2018/03,0,AMER
2018/04,3,AMER
2018/04,17,EMEA
2018/05,2,Other
2018/05,4,Other
2018/05,3,AMER
2018/05,5,APAC
2018/06,49,EMEA
2018/07,0,AMER
2018/07,44,APAC
2018/07,6,AMER
2018/08,1,AMER
2018/08,20,EMEA
2018/08,0,AMER
2018/08,1,EMEA
2018/01,1,ASIA
2018/01,0,EMEA
2018/01,0,ASIA
2018/02,6,EMEA
2018/02,19,EMEA
2018/02,0,EMEA
2018/02,1,EMEA
2018/03,0,EMEA
2018/03,1,APAC
2018/03,14,EMEA
2018/03,0,AMER
2018/04,0,AMER
2018/04,5,EMEA
2018/04,3,AMER
2018/04,11,AMER
2018/04,0,APAC
2018/05,1,AMER
2018/05,0,EMEA
2018/05,5,APAC
2018/05,0,AMER
2018/05,7,AMER
2018/06,19,AMER
2018/06,6,APAC
2018/06,6,EMEA
2018/07,0,EMEA
2018/07,34,EMEA
2018/07,5,APAC
2018/07,14,AMER
2018/08,18,AMER
2018/08,0,EMEA
2018/08,17,AMER
2018/08,0,EMEA
2018/01,0,AMER
2018/01,0,EMEA
2018/01,19,AMER
2018/01,0,EMEA
2018/01,0,AMER
2018/02,12,AMER
2018/02,0,APAC
2018/02,0,AMER
2018/03,4,EMEA
2018/03,3,AMER
2018/03,2,APAC
2018/03,23,EMEA
2018/04,0,AMER
2018/04,4,APAC
2018/04,0,AMER
2018/04,2,AMER
2018/04,0,APAC
2018/04,0,EMEA
2018/05,0,EMEA
2018/05,3,EMEA
2018/05,7,EMEA
2018/06,1,AMER
2018/06,0,AMER
2018/06,2,EMEA
2018/06,0,APAC
2018/06,1,AMER
2018/06,6,EMEA
2018/07,18,EMEA
2018/07,3,AMER
2018/07,1,AMER
2018/08,0,EMEA
2018/08,0,APAC
2018/08,0,EMEA
2018/08,4,APAC
2018/08,1,APAC
2018/08,0,AMER
2018/08,4,EMEA
2018/08,5,EMEA
2018/01,2,EMEA
2018/01,0,EMEA
2018/01,3,AMER
2018/02,5,EMEA
2018/02,4,AMER
2018/02,9,APAC
2018/03,0,AMER
2018/03,13,AMER
2018/03,8,AMER
2018/04,15,AMER
2018/04,0,EMEA
2018/05,23,EMEA
2018/05,0,AMER
2018/05,0,EMEA
2018/05,14,AMER
2018/05,2,Other
2018/06,3,AMER
2018/06,3,AMER
2018/06,5,AMER
2018/07,10,EMEA
2018/07,1,APAC
2018/07,2,APAC
2018/07,3,AMER
2018/07,0,AMER
2018/08,20,APAC
2018/08,0,APAC
2018/08,0,EMEA
2018/08,18,EMEA
2018/01,0,ASIA
2018/01,0,EMEA
2018/01,6,AMER
2018/01,0,EMEA
2018/02,1,AMER
2018/02,17,APAC
2018/02,1,APAC
2018/02,6,AMER
2018/02,40,APAC
2018/02,17,EMEA
2018/03,25,AMER
2018/03,58,APAC
2018/03,7,AMER
2018/03,2,EMEA
2018/03,8,APAC
2018/03,6,EMEA
2018/04,4,APAC
2018/04,4,EMEA
2018/04,23,AMER
2018/04,0,EMEA
2018/05,5,EMEA
2018/05,0,APAC
2018/05,0,APAC
2018/05,0,AMER
2018/06,0,EMEA
2018/06,0,EMEA
2018/07,5,APAC
2018/07,0,AMER
2018/07,5,AMER
2018/08,3,EMEA
2018/08,39,APAC
2018/08,1,APAC
2018/08,0,EMEA
2018/08,5,AMER
2018/01,0,EMEA
2018/01,3,AMER
2018/01,0,ASIA
2018/01,0,ASIA
2018/01,26,APAC
2018/01,11,AMER
2018/02,19,AMER
2018/02,4,AMER
2018/02,6,EMEA
2018/02,4,AMER
2018/02,2,AMER
2018/03,7,APAC
2018/03,14,APAC
2018/03,5,AMER
2018/03,6,AMER
2018/03,0,AMER
2018/04,6,EMEA
2018/04,0,EMEA
2018/04,27,APAC
2018/04,0,APAC
2018/05,1,EMEA
2018/05,9,AMER
2018/05,0,AMER
2018/05,1,EMEA
2018/05,6,EMEA
2018/05,3,EMEA
2018/06,2,AMER
2018/06,9,EMEA
2018/06,11,APAC
2018/06,24,EMEA
2018/07,8,EMEA
2018/07,6,EMEA
2018/07,0,AMER
2018/07,0,APAC
2018/08,0,APAC
2018/08,0,EMEA
2018/08,0,AMER
2018/08,5,APAC
2018/08,6,AMER
2018/01,12,ASIA
2018/01,50,APAC
2018/01,1,ASIA
2018/01,0,AMER
2018/01,1,AMER
2018/02,14,AMER
2018/02,7,APAC
2018/02,8,EMEA
2018/02,9,EMEA
2018/03,24,AMER
2018/03,8,APAC
2018/03,0,APAC
2018/03,1,APAC
2018/04,0,EMEA
2018/04,0,AMER
2018/04,1,AMER
2018/04,12,APAC
2018/04,1,AMER
2018/05,0,AMER
2018/05,0,EMEA
2018/05,13,AMER
2018/05,140,AMER
2018/06,2,AMER
2018/06,2,AMER
2018/06,0,AMER
2018/06,13,EMEA
2018/07,7,EMEA
2018/07,22,AMER
2018/07,0,APAC
2018/08,8,APAC
2018/08,0,AMER
2018/08,1,APAC
2018/08,0,EMEA
2018/01,48,AMER
2018/01,1,EMEA
2018/01,0,AMER
2018/01,2,AMER
2018/01,0,EMEA
2018/02,1,AMER
2018/02,4,AMER
2018/02,4,EMEA
2018/02,0,EMEA
2018/03,9,AMER
2018/03,3,EMEA
2018/04,1,AMER
2018/04,0,EMEA
2018/04,0,EMEA
2018/05,0,APAC
2018/05,6,AMER
2018/05,42,AMER
2018/05,1,EMEA
2018/05,0,EMEA
2018/06,0,EMEA
2018/06,0,EMEA
2018/06,3,AMER
2018/07,0,APAC
2018/07,0,EMEA
2018/07,4,AMER
2018/07,0,EMEA
2018/07,0,EMEA
2018/07,0,EMEA
2018/08,2,APAC
2018/08,0,APAC
2018/08,6,AMER
2018/08,0,AMER
2018/01,0,AMER
2018/01,0,AMER
2018/01,22,EMEA
2018/01,4,EMEA
2018/01,0,AMER
2018/02,17,APAC
2018/02,4,AMER
2018/02,0,AMER
2018/02,0,EMEA
2018/02,0,EMEA
2018/02,13,APAC
2018/02,3,EMEA
2018/03,0,AMER
2018/03,62,EMEA
2018/03,0,AMER
2018/03,13,AMER
2018/03,4,AMER
2018/03,0,AMER
2018/03,13,EMEA
2018/04,6,APAC
2018/04,49,EMEA
2018/04,0,EMEA
2018/04,1,AMER
2018/05,7,APAC
2018/05,29,EMEA
2018/05,3,Other
2018/06,17,AMER
2018/06,11,EMEA
2018/06,77,APAC
2018/06,1,EMEA
2018/06,2,APAC
2018/06,2,AMER
2018/07,0,AMER
2018/07,0,AMER
2018/07,8,APAC
2018/07,8,AMER
2018/07,20,Other
2018/08,0,APAC
2018/08,73,AMER
2018/08,1,EMEA
2018/01,34,AMER
2018/01,19,AMER
2018/01,1,ASIA
2018/01,60,AMER
2018/01,3,AMER
2018/02,25,AMER
2018/02,1,AMER
2018/02,12,AMER
2018/03,0,AMER
2018/03,2,AMER
2018/03,0,EMEA
2018/03,15,AMER
2018/03,0,EMEA
2018/03,18,EMEA
2018/04,9,EMEA
2018/04,0,AMER
2018/04,7,EMEA
2018/04,0,EMEA
2018/05,1,APAC
2018/05,7,EMEA
2018/05,3,Other
2018/06,2,AMER
2018/06,0,APAC
2018/07,16,APAC
2018/07,4,AMER
