taskId,CreatedDate,clientRegion,AgeDays,taskTouchCount
100167112701,2018-01-10,Other,9,9
100178402272,2018-03-07,APAC,1,5
100180748150,2018-03-18,Other,0,3
100183427650,2018-03-30,Other,0,3
100187033341,2018-04-22,Other,0,3
100192595221,2018-05-19,Other,2,3
100193387478,2018-05-24,Other,0,3
100195594811,2018-06-01,Other,0,3
100197576659,2018-06-09,Other,2,4
100203156638,2018-07-02,Other,0,3
100204590355,2018-07-06,Other,0,7
100206165153,2018-07-15,Other,0,3
100209612592,2018-08-01,Other,0,3
100210370334,2018-08-05,Other,0,3
100210576918,2018-08-07,Other,0,3
100212631965,2018-08-16,Other,0,14
100213434399,2018-08-21,Other,0,3
100213709224,2018-08-22,Other,0,5
100214619039,2018-08-27,AMER,2,13
100165402463,2018-01-02,Other,1,7
100166981019,2018-01-09,AMER,0,7
100173037695,2018-02-12,Other,0,3
100177392997,2018-03-05,Other,0,3
100182229409,2018-03-24,Other,1,3
100183224173,2018-03-29,Other,0,3
100186603124,2018-04-19,Other,0,3
100188987085,2018-05-02,Other,0,3
100189564805,2018-05-04,Other,0,3
100192601032,2018-05-19,Other,1,3
100195995815,2018-06-04,Other,0,3
100200509206,2018-06-21,Other,0,3
100204153627,2018-07-05,Other,0,3
100205568805,2018-07-12,Other,0,5
100206411420,2018-07-17,Other,0,3
100207810980,2018-07-24,Other,0,4
100210233848,2018-08-03,APAC,2,7
100212442719,2018-08-15,Other,0,3
100214060473,2018-08-23,Other,0,3
100165562803,2018-01-02,Other,0,16
100166464217,2018-01-05,AMER,12,7
100169981295,2018-01-26,Other,3,6
100175766374,2018-02-25,Other,1,3
100176228213,2018-02-27,Other,0,4
100179267265,2018-03-10,Other,1,3
100185210300,2018-04-11,AMER,0,5
100185844531,2018-04-16,Other,7,17
100189121976,2018-05-02,Other,0,3
100190106117,2018-05-08,EMEA,0,4
100193391192,2018-05-24,Other,0,3
100196079699,2018-06-04,EMEA,0,4
100199493811,2018-06-18,Other,0,3
100204708007,2018-07-07,Other,1,3
100204861204,2018-07-09,Other,0,4
100206596619,2018-07-17,AMER,14,13
100207769106,2018-07-24,Other,0,3
100208183248,2018-07-25,AMER,7,16
100208393470,2018-07-26,Other,0,4
100212396977,2018-08-15,AMER,0,4
100213018399,2018-08-17,Other,2,3
100213203406,2018-08-20,Other,0,3
100214729476,2018-08-28,Other,0,3
100170683873,2018-01-30,AMER,13,20
100174408713,2018-02-16,Other,0,3
100177346854,2018-03-03,Other,2,3
100186867477,2018-04-20,Other,0,3
100189786874,2018-05-06,Other,0,3
100193811685,2018-05-25,Other,2,5
100203701971,2018-07-03,Other,0,4
100206162361,2018-07-14,Other,1,3
100210190369,2018-08-03,APAC,0,3
100213435794,2018-08-21,Other,0,3
100213436044,2018-08-21,Other,0,3
100213787634,2018-08-22,Other,0,4
100215642695,2018-08-30,Other,0,4
100167770635,2018-01-13,Other,2,3
100170528679,2018-01-30,EMEA,37,13
100174343215,2018-02-16,EMEA,0,4
100175865159,2018-02-26,APAC,3,14
100178222841,2018-03-06,AMER,204,12
100185745363,2018-04-15,Other,1,3
100186087160,2018-04-17,Other,0,3
100188190737,2018-04-27,AMER,0,11
100192392659,2018-05-18,Other,0,3
100194709025,2018-05-30,Other,0,5
100196715111,2018-06-06,EMEA,0,8
100203951310,2018-07-04,Other,0,4
100204715821,2018-07-08,Other,0,3
100205341644,2018-07-11,Other,0,3
100206162262,2018-07-14,Other,1,3
100207926759,2018-07-24,Other,0,4
100211925527,2018-08-13,Other,0,4
100213015438,2018-08-17,Other,2,3
100213436060,2018-08-21,Other,0,3
100214509626,2018-08-25,Other,1,3
100215327982,2018-08-29,Other,0,3
100166340235,2018-01-05,EMEA,0,6
100170933206,2018-01-31,AMER,0,8
100171917541,2018-02-06,APAC,16,16
100173407331,2018-02-13,APAC,6,9
100175541025,2018-02-23,Other,0,3
100180892137,2018-03-19,APAC,0,9
100183410392,2018-03-30,Other,0,3
100184325137,2018-04-05,APAC,1,28
100187878204,2018-04-26,APAC,81,22
100188768686,2018-05-01,Other,8,7
100191320919,2018-05-14,AMER,2,19
100194613738,2018-05-30,EMEA,0,8
100195035103,2018-05-31,EMEA,0,4
100200148673,2018-06-20,Other,0,3
100202405914,2018-06-28,Other,0,3
100203156731,2018-07-02,Other,0,3
100205752476,2018-07-12,Other,1,6
100209143748,2018-07-31,Other,0,3
100212912000,2018-08-17,APAC,0,3
100213017981,2018-08-17,Other,2,3
100170165605,2018-01-27,Other,1,3
100177890482,2018-03-05,Other,0,7
100179756972,2018-03-13,Other,0,3
100182910417,2018-03-28,Other,0,3
100183892209,2018-04-03,Other,0,4
100184093607,2018-04-04,AMER,0,3
100185121193,2018-04-11,Other,0,3
100186617704,2018-04-19,EMEA,25,21
100187999397,2018-04-27,Other,0,5
100190922002,2018-05-11,Other,0,3
100191180035,2018-05-13,Other,1,3
100192088153,2018-05-17,Other,0,3
100194323857,2018-05-29,EMEA,0,9
100196419860,2018-06-05,Other,0,7
100200145054,2018-06-20,Other,0,3
100203156688,2018-07-02,Other,0,3
100205042978,2018-07-10,APAC,0,6
100208904214,2018-07-30,EMEA,0,10
100209897148,2018-08-02,Other,0,9
100213436028,2018-08-21,Other,0,3
100213945896,2018-08-23,Other,0,3
100214917390,2018-08-28,Other,0,3
100169570965,2018-01-24,AMER,0,7
100171256201,2018-02-01,AMER,0,8
100177393014,2018-03-05,Other,0,3
100186661278,2018-04-19,EMEA,5,28
100187545354,2018-04-25,Other,0,3
100187730578,2018-04-26,APAC,0,14
100188789781,2018-05-01,AMER,0,4
100189781778,2018-05-05,Other,1,3
100190499868,2018-05-09,AMER,0,9
100195204256,2018-05-31,Other,0,3
100202144169,2018-06-27,EMEA,43,12
100204853556,2018-07-09,Other,0,3
100205341655,2018-07-11,Other,0,3
100206162351,2018-07-14,Other,1,3
100211544277,2018-08-10,Other,13,10
100211712163,2018-08-11,Other,1,3
100212949225,2018-08-17,AMER,0,16
100214060453,2018-08-23,Other,0,3
100170949772,2018-02-01,APAC,35,6
100175580710,2018-02-23,EMEA,0,10
100177393024,2018-03-05,Other,0,3
100182105205,2018-03-23,Other,0,3
100182594001,2018-03-27,Other,0,3
100184743979,2018-04-09,APAC,0,3
100185593197,2018-04-13,Other,0,3
100188302515,2018-04-28,Other,2,3
100188883949,2018-05-01,Other,0,3
100188981342,2018-05-02,Other,0,3
100189326700,2018-05-03,Other,0,3
100189790659,2018-05-07,Other,0,3
100192601163,2018-05-19,Other,1,3
100195502108,2018-06-01,APAC,3,13
100199380353,2018-06-16,Other,1,3
100203830134,2018-07-04,Other,0,3
100205798741,2018-07-12,Other,0,4
100206790084,2018-07-19,EMEA,0,1
100209227773,2018-07-31,AMER,0,5
100212564960,2018-08-16,Other,0,3
100213374956,2018-08-21,Other,0,3
100213436131,2018-08-21,Other,0,3
100166190966,2018-01-04,EMEA,0,3
100169199356,2018-01-22,AMER,8,11
100173521343,2018-02-13,EMEA,6,15
100175385531,2018-02-22,APAC,0,6
100180745701,2018-03-17,Other,1,4
100182958702,2018-03-28,Other,0,3
100184992465,2018-04-10,Other,0,4
100187819350,2018-04-26,Other,0,3
100188791864,2018-05-01,APAC,0,4
100189661173,2018-05-04,AMER,0,6
100191494896,2018-05-15,Other,0,3
100192057591,2018-05-17,Other,0,3
100192603997,2018-05-20,Other,0,3
100195903328,2018-06-02,Other,2,3
100199881571,2018-06-19,Other,0,4
100204844451,2018-07-09,Other,0,3
100207903970,2018-07-24,Other,0,4
100213839233,2018-08-22,AMER,5,14
100169495227,2018-01-24,Other,0,3
100173811101,2018-02-14,Other,0,7
100174130461,2018-02-15,Other,10,12
100179430818,2018-03-12,EMEA,0,7
100183803238,2018-04-03,Other,0,3
100185545890,2018-04-13,Other,0,3
100187608914,2018-04-25,Other,0,3
100192601174,2018-05-19,Other,1,3
100193287675,2018-05-23,AMER,0,27
100193959176,2018-05-26,Other,1,3
100195120537,2018-05-31,Other,14,21
100195995809,2018-06-04,Other,0,3
100198648063,2018-06-14,Other,0,3
100199386187,2018-06-17,Other,0,3
100201345235,2018-06-24,Other,0,3
100208282377,2018-07-26,Other,0,3
100210467693,2018-08-06,Other,0,3
100211052773,2018-08-08,Other,0,4
100213831905,2018-08-22,AMER,0,3
100215327177,2018-08-29,Other,0,3
100166531549,2018-01-08,Other,0,3
100174433673,2018-02-17,Other,2,3
100175569138,2018-02-23,Other,0,3
100177392394,2018-03-05,Other,0,3
100178422530,2018-03-07,Other,0,3
100180747023,2018-03-18,Other,1,3
100184948580,2018-04-10,APAC,1,11
100185582504,2018-04-13,Other,0,3
100186628472,2018-04-19,Other,0,3
100188301282,2018-04-28,Other,2,3
100191730333,2018-05-16,Other,0,3
100192088172,2018-05-17,Other,0,3
100197939239,2018-06-12,Other,0,3
100198565678,2018-06-14,Other,0,3
100200974268,2018-06-22,Other,0,3
100203156707,2018-07-02,Other,0,3
100207344213,2018-07-20,EMEA,0,4
100209817827,2018-08-02,Other,0,3
100213028798,2018-08-17,Other,2,3
100214126489,2018-08-23,EMEA,0,6
100169303438,2018-01-23,EMEA,6,25
100175114805,2018-02-21,AMER,4,10
100181147865,2018-03-20,APAC,0,6
100185637106,2018-04-13,Other,0,3
100187812585,2018-04-26,Other,0,3
100189083415,2018-05-02,Other,0,3
100192103259,2018-05-17,Other,0,3
100194772878,2018-05-30,Other,0,4
100195986025,2018-06-02,Other,1,3
100201026239,2018-06-22,AMER,3,9
100204880536,2018-07-09,Other,0,3
100206297180,2018-07-16,AMER,0,4
100207345071,2018-07-20,Other,0,4
100209675964,2018-08-01,Other,0,4
100212132580,2018-08-14,Other,0,5
100212832447,2018-08-17,Other,0,3
100213018723,2018-08-17,Other,2,3
100213436055,2018-08-21,Other,0,3
0,2018-04-14,Other,1,3
100166220606,2018-01-04,Other,0,3
100170216045,2018-01-29,Other,0,3
100174885892,2018-02-20,AMER,0,4
100176577932,2018-02-28,APAC,4,12
100178179457,2018-03-06,Other,0,4
100183314347,2018-03-29,AMER,6,6
100183559453,2018-04-02,Other,0,3
100185327189,2018-04-12,Other,0,3
100186603121,2018-04-19,Other,0,3
100188692000,2018-05-01,Other,0,7
100190324592,2018-05-09,Other,0,3
100197707005,2018-06-11,Other,0,3
100200276412,2018-06-20,Other,5,19
100208143652,2018-07-25,AMER,0,7
100210103945,2018-08-03,Other,0,3
100210366720,2018-08-05,Other,0,3
100211692376,2018-08-11,Other,2,3
100169002292,2018-01-20,Other,1,3
100171382418,2018-02-02,Other,0,3
100173612374,2018-02-14,Other,0,3
100179244968,2018-03-10,Other,1,3
100181913420,2018-03-22,Other,0,22
100183415635,2018-03-30,Other,0,3
100184937665,2018-04-10,Other,0,3
100186358913,2018-04-18,Other,0,3
100188747747,2018-05-01,Other,0,3
100189178606,2018-05-02,Other,0,3
100191167849,2018-05-12,Other,1,3
100194076476,2018-05-28,Other,0,3
100200276169,2018-06-20,AMER,0,4
100204500700,2018-07-09,EMEA,0,12
100205082006,2018-07-10,Other,0,4
100206952761,2018-07-19,Other,0,3
100209143745,2018-07-31,Other,0,3
100212996034,2018-08-17,Other,2,3
100215328097,2018-08-29,Other,0,3
100166531557,2018-01-08,Other,0,3
100178927205,2018-03-08,APAC,0,3
100185582506,2018-04-13,Other,0,3
100185969494,2018-04-16,Other,0,3
100187630650,2018-04-25,EMEA,0,13
100190789672,2018-05-10,AMER,84,16
100191780161,2018-05-16,Other,0,3
100193236134,2018-05-23,Other,0,3
100193341100,2018-05-23,AMER,0,13
100195753174,2018-06-01,Other,0,4
100197779112,2018-06-11,Other,0,3
100200634962,2018-06-21,Other,0,3
100201338569,2018-06-23,Other,1,3
100202098882,2018-06-27,Other,0,3
100204681522,2018-07-07,Other,2,3
100205003817,2018-07-10,Other,0,3
100207851723,2018-07-24,Other,0,3
100211712554,2018-08-11,Other,1,3
100213019281,2018-08-17,Other,2,3
100213361871,2018-08-21,Other,0,3
100170165179,2018-01-27,ASIA,1,3
100177002362,2018-03-01,EMEA,0,4
100179895750,2018-03-14,Other,0,3
100183559466,2018-04-02,Other,0,3
100186096446,2018-04-17,APAC,8,15
100187030590,2018-04-21,Other,1,3
100189787029,2018-05-06,Other,0,3
100191526829,2018-05-15,Other,0,3
100191846951,2018-05-16,Other,0,5
100195986049,2018-06-02,Other,1,5
100197407175,2018-06-08,EMEA,0,8
100201342665,2018-06-24,Other,0,3
100207472336,2018-07-21,Other,1,3
100208107883,2018-07-25,EMEA,37,7
100210347752,2018-08-04,Other,1,3
100213436141,2018-08-21,Other,0,3
100214060180,2018-08-23,Other,0,3
100171608270,2018-02-05,Other,0,3
100175157941,2018-02-21,AMER,0,4
100179163380,2018-03-09,EMEA,0,5
100180610189,2018-03-16,EMEA,0,4
100183425478,2018-03-30,Other,0,3
100186172271,2018-04-17,EMEA,9,15
100188308312,2018-04-29,Other,0,3
100189077468,2018-05-02,AMER,0,8
100201335515,2018-06-23,Other,1,3
100202796037,2018-06-29,Other,3,7
100204806137,2018-07-09,APAC,0,3
100206285951,2018-07-16,Other,0,3
100207069027,2018-07-19,Other,0,3
100208662094,2018-07-27,EMEA,0,3
100211341226,2018-08-09,Other,0,4
100212149184,2018-08-14,Other,0,3
100213560673,2018-08-21,Other,0,3
100214054673,2018-08-23,Other,0,3
100215328090,2018-08-29,Other,0,3
100215967039,2018-08-31,Other,0,4
100167267942,2018-01-10,AMER,0,4
100171176183,2018-02-01,ASIA,0,4
100178430258,2018-03-07,APAC,0,7
100184230929,2018-04-05,Other,0,3
100184935403,2018-04-10,Other,0,3
100185415001,2018-04-12,Other,5,9
100186867484,2018-04-20,Other,0,3
100187038230,2018-04-22,EMEA,0,3
100188923177,2018-05-02,Other,0,3
100191775059,2018-05-16,APAC,0,4
100194007500,2018-05-28,APAC,0,9
100196440187,2018-06-05,EMEA,44,50
100198316946,2018-06-13,Other,0,3
100198865442,2018-06-14,AMER,0,7
100203974797,2018-07-04,Other,0,4
100210228512,2018-08-03,Other,0,3
100210485703,2018-08-06,Other,0,3
100211711216,2018-08-11,Other,2,3
100213737665,2018-08-22,APAC,5,16
100167795877,2018-01-14,ASIA,1,5
100171600899,2018-02-03,Other,1,19
100175285619,2018-02-22,APAC,0,3
100181784202,2018-03-22,Other,0,3
100185606427,2018-04-13,EMEA,0,6
100185885331,2018-04-16,AMER,57,33
100187786418,2018-04-26,Other,1,6
100188301289,2018-04-28,Other,2,3
100189790716,2018-05-07,Other,0,3
100190991659,2018-05-11,Other,0,3
100192603999,2018-05-20,Other,0,3
100196421603,2018-06-05,Other,0,3
100198081525,2018-06-12,Other,0,3
100204674357,2018-07-07,Other,2,3
100206162367,2018-07-14,Other,1,3
100207218715,2018-07-20,Other,0,4
100211717130,2018-08-12,Other,0,3
100213113548,2018-08-19,Other,0,3
0,2018-01-13,Other,1,3
100167374425,2018-01-11,Other,0,3
100175580345,2018-02-23,EMEA,3,12
100178254118,2018-03-07,Other,0,3
100181387276,2018-03-21,Other,0,3
100183214808,2018-03-29,Other,0,3
100185395581,2018-04-12,APAC,5,8
100185887837,2018-04-16,Other,0,4
100187812935,2018-04-26,Other,4,5
100191472331,2018-05-15,Other,0,3
100194756636,2018-05-30,Other,0,3
100196150750,2018-06-04,AMER,6,61
100202873778,2018-06-29,Other,0,4
100204881358,2018-07-09,Other,0,3
100206720127,2018-07-18,APAC,0,5
100208841764,2018-07-28,Other,1,3
100210346935,2018-08-04,Other,2,4
100211060774,2018-08-08,Other,0,4
100212012457,2018-08-14,Other,0,3
100167995698,2018-01-16,Other,0,3
100176286498,2018-02-27,AMER,0,8
100177392964,2018-03-05,Other,0,3
100184037638,2018-04-04,APAC,0,3
100184644443,2018-04-07,Other,1,3
100184938915,2018-04-10,APAC,0,17
100185157694,2018-04-11,APAC,0,3
100186315222,2018-04-18,Other,0,3
100188311095,2018-04-29,Other,0,3
100190131248,2018-05-08,Other,0,4
100193140823,2018-05-23,Other,0,3
100193763773,2018-05-25,Other,0,3
100197410047,2018-06-08,EMEA,0,20
100199882083,2018-06-19,Other,0,4
100201851854,2018-06-26,EMEA,1,32
100203149105,2018-07-01,Other,0,3
100210629717,2018-08-07,Other,0,3
100213433756,2018-08-21,Other,0,3
100215574593,2018-08-30,APAC,0,7
100168619579,2018-01-18,ASIA,1,17
100172620755,2018-02-08,Other,0,6
100177392996,2018-03-05,Other,0,3
100180934658,2018-03-19,EMEA,0,5
100185526894,2018-04-13,Other,0,3
100188989021,2018-05-02,Other,0,3
100190513103,2018-05-09,AMER,0,7
100194341695,2018-05-29,APAC,0,4
100195977478,2018-06-02,Other,1,3
100200929855,2018-06-22,Other,0,3
100202698243,2018-06-29,Other,0,3
100204709688,2018-07-07,Other,1,3
100204826564,2018-07-09,Other,0,4
100207599470,2018-07-23,Other,0,3
100210231459,2018-08-03,AMER,87,10
100213461302,2018-08-21,APAC,8,43
100167097123,2018-01-10,ASIA,0,4
100169808709,2018-01-25,ASIA,0,16
100173018241,2018-02-10,Other,1,3
100174484304,2018-02-19,Other,0,4
100175759505,2018-02-24,Other,1,3
100184954900,2018-04-10,APAC,58,37
100185746517,2018-04-15,Other,1,5
100187131284,2018-04-23,Other,0,5
100189014940,2018-05-02,EMEA,0,8
100189790720,2018-05-07,Other,0,3
100191180031,2018-05-13,Other,0,3
100192795416,2018-05-21,AMER,21,72
100197355243,2018-06-08,Other,0,3
100205764021,2018-07-12,AMER,4,12
100208217037,2018-07-25,Other,0,3
100211536556,2018-08-10,EMEA,0,8
100213114010,2018-08-19,Other,0,3
100213883099,2018-08-22,Other,0,6
100215541342,2018-08-30,Other,0,3
100167087338,2018-01-10,Other,0,3
100169471395,2018-01-24,Other,0,6
100171122365,2018-02-01,Other,0,3
100182127183,2018-03-23,EMEA,0,8
100185821793,2018-04-16,EMEA,0,10
100187772311,2018-04-26,Other,0,5
100188311115,2018-04-29,Other,0,10
100189360201,2018-05-03,EMEA,0,4
100190739189,2018-05-10,APAC,0,4
100198541431,2018-06-13,AMER,0,13
100202811251,2018-06-29,Other,0,4
100205646300,2018-07-12,Other,0,3
100206853061,2018-07-18,Other,1,34
100207077199,2018-07-19,Other,0,5
100209084737,2018-07-31,Other,0,3
100212028705,2018-08-14,Other,0,3
100212164920,2018-08-14,Other,0,3
100166680796,2018-01-08,Other,0,4
100167246553,2018-01-10,AMER,0,7
100170313576,2018-01-29,AMER,0,5
100171064262,2018-02-01,Other,0,3
100174034784,2018-02-15,EMEA,11,16
100175143259,2018-02-21,AMER,0,8
100178463873,2018-03-07,Other,0,3
100182351739,2018-03-26,EMEA,0,4
100182690459,2018-03-27,APAC,0,4
100184069638,2018-04-04,Other,0,3
100184645534,2018-04-08,Other,1,3
100186605125,2018-04-19,Other,0,5
100188127631,2018-04-27,Other,0,6
100190445212,2018-05-09,Other,0,4
100192872136,2018-05-22,Other,0,3
100195738898,2018-06-01,Other,0,4
100204524516,2018-07-06,Other,0,3
100204810311,2018-07-09,AMER,0,26
100205103181,2018-07-10,APAC,9,23
100206285855,2018-07-16,Other,0,3
100210325035,2018-08-04,Other,2,3
100211717408,2018-08-13,Other,0,3
100212321967,2018-08-15,Other,0,3
100213668232,2018-08-22,Other,0,3
100215292372,2018-08-29,EMEA,0,32
100169248894,2018-01-23,ASIA,0,5
100173214806,2018-02-12,EMEA,0,4
100181031760,2018-03-20,Other,0,3
100183480216,2018-03-31,Other,2,3
100188987071,2018-05-02,Other,0,3
100195884301,2018-06-02,Other,2,3
100199381607,2018-06-17,Other,0,3
100203953350,2018-07-04,EMEA,5,16
100205755476,2018-07-12,Other,0,3
100208050233,2018-07-25,Other,0,3
100213242973,2018-08-20,AMER,38,6
100215066891,2018-08-29,AMER,0,11
100167267495,2018-01-10,AMER,20,9
100173264835,2018-02-13,AMER,0,7
100179243449,2018-03-10,Other,1,3
100184636951,2018-04-07,Other,2,3
100185650110,2018-04-13,Other,0,4
100185790418,2018-04-16,Other,0,6
100187777540,2018-04-26,Other,0,3
100188322267,2018-04-30,Other,0,3
100192730070,2018-05-21,Other,0,9
100198750555,2018-06-14,Other,0,3
100200252456,2018-06-20,Other,0,3
100206166786,2018-07-15,Other,0,3
100206544186,2018-07-17,AMER,1,17
100213014289,2018-08-17,Other,2,3
100214244817,2018-08-24,Other,0,3
100215566523,2018-08-30,EMEA,0,4
100169002044,2018-01-20,Other,1,3
100173023437,2018-02-11,Other,1,3
100175142379,2018-02-21,Other,0,4
100177389675,2018-03-04,Other,0,3
100183262225,2018-03-29,APAC,0,20
100184955334,2018-04-10,APAC,0,4
100186631741,2018-04-19,AMER,0,7
100186867488,2018-04-20,Other,0,3
100187891754,2018-04-26,Other,0,3
100189573237,2018-05-04,Other,0,3
100191516520,2018-05-15,Other,0,3
100195891009,2018-06-02,Other,2,3
100195987661,2018-06-03,Other,1,3
100200583889,2018-06-21,APAC,0,3
100202700521,2018-06-29,APAC,10,14
100209889208,2018-08-02,Other,0,3
100210370793,2018-08-06,Other,0,3
100212628618,2018-08-16,APAC,0,4
100213434400,2018-08-21,Other,0,3
100214513295,2018-08-26,Other,0,3
100215327569,2018-08-29,Other,0,3
100167086459,2018-01-10,Other,0,3
100169629154,2018-01-24,Other,0,3
100171955308,2018-02-06,EMEA,7,8
100178037493,2018-03-06,APAC,0,3
100183559473,2018-04-02,Other,0,3
100185081616,2018-04-11,Other,0,3
100187657824,2018-04-25,APAC,0,5
100187926852,2018-04-26,Other,0,3
100189848647,2018-05-07,Other,10,14
100192387999,2018-05-18,Other,0,3
100197452025,2018-06-08,AMER,4,45
100201829515,2018-06-26,Other,0,8
100203156634,2018-07-02,Other,0,3
100204575532,2018-07-06,AMER,0,9
100206549095,2018-07-17,Other,0,4
100210301549,2018-08-04,Other,2,3
100211715180,2018-08-12,Other,0,3
100213558861,2018-08-21,Other,0,3
100214078912,2018-08-23,Other,0,3
100169003912,2018-01-20,Other,1,3
100173037693,2018-02-12,Other,0,3
100176661170,2018-03-01,Other,0,3
100184046589,2018-04-04,Other,0,3
100186603140,2018-04-19,Other,0,3
100190677709,2018-05-10,Other,0,3
100191704278,2018-05-16,APAC,0,5
100199116100,2018-06-15,Other,0,4
100200574933,2018-06-21,Other,0,3
100206020220,2018-07-13,AMER,3,19
100206160946,2018-07-14,Other,1,3
100208847670,2018-07-29,Other,1,3
100209246099,2018-07-31,EMEA,0,8
100211809908,2018-08-13,Other,3,9
100213435840,2018-08-21,Other,0,3
100214060313,2018-08-23,Other,0,3
100214631411,2018-08-27,Other,0,3
100215328209,2018-08-29,Other,0,3
100215827395,2018-08-31,APAC,0,3
100169371162,2018-01-30,EMEA,0,8
100171608661,2018-02-05,Other,0,3
100175292630,2018-02-22,EMEA,0,12
100177322081,2018-03-02,Other,0,3
100185253713,2018-04-12,Other,0,3
100187779523,2018-04-26,Other,0,5
100192468965,2018-05-18,AMER,0,18
100192604898,2018-05-20,Other,0,3
100194290742,2018-05-29,Other,0,8
100195989857,2018-06-03,Other,0,3
100196460702,2018-06-05,EMEA,15,28
100198866133,2018-06-14,AMER,116,17
100200667519,2018-06-21,APAC,0,4
100203863623,2018-07-04,Other,0,3
100206162317,2018-07-14,Other,1,3
100207664074,2018-07-23,AMER,0,10
100208139784,2018-07-25,Other,0,3
100209951205,2018-08-02,Other,0,4
100211549369,2018-08-10,EMEA,33,131
100212101013,2018-08-14,APAC,15,12
100213433640,2018-08-21,Other,0,3
100213561112,2018-08-21,Other,0,3
100165423728,2018-01-02,Other,0,3
100171176176,2018-02-01,ASIA,0,3
100173247879,2018-02-12,AMER,0,16
100180344369,2018-03-15,APAC,13,15
100183559456,2018-04-02,Other,0,3
100187033381,2018-04-22,Other,0,3
100187815057,2018-04-26,APAC,0,3
100188306007,2018-04-28,Other,1,3
100190492353,2018-05-09,AMER,0,5
100193780481,2018-05-25,Other,0,3
100194772959,2018-05-30,Other,0,3
100198724147,2018-06-14,Other,1,5
100200624076,2018-06-21,Other,0,5
100203156682,2018-07-02,Other,0,3
100207519910,2018-07-23,Other,0,3
100209025852,2018-07-30,Other,0,4
100211035872,2018-08-08,AMER,0,3
100212305404,2018-08-15,Other,0,3
100213709235,2018-08-22,Other,0,4
100215401897,2018-08-30,Other,0,3
100165557168,2018-01-02,AMER,0,5
100169392818,2018-01-23,Other,0,3
100170560207,2018-01-30,EMEA,6,19
100174946525,2018-02-21,Other,0,3
100177385067,2018-03-03,Other,1,3
100177482663,2018-03-05,APAC,1,22
100179267300,2018-03-10,Other,1,3
100181839401,2018-03-22,Other,0,3
100183924256,2018-04-04,AMER,0,11
100186759665,2018-04-20,Other,0,8
100191242970,2018-05-14,Other,9,8
100192599394,2018-05-19,Other,2,3
100192914484,2018-05-22,EMEA,0,9
100195714137,2018-06-01,APAC,0,4
100198053327,2018-06-12,Other,0,3
100199076496,2018-06-15,EMEA,0,4
100200980047,2018-06-22,Other,0,3
100204553897,2018-07-06,AMER,13,17
100204881364,2018-07-09,Other,0,3
100209056611,2018-07-31,Other,0,3
100210753508,2018-08-07,Other,0,4
100212290530,2018-08-15,Other,0,3
100213436056,2018-08-21,Other,0,3
100214798887,2018-08-28,Other,0,3
100215541647,2018-08-30,Other,0,3
100169130741,2018-01-22,EMEA,0,17
100177357832,2018-03-03,Other,2,3
100180872902,2018-03-19,APAC,0,10
100181838829,2018-03-22,EMEA,1,21
100183804182,2018-04-03,Other,0,3
100184011769,2018-04-04,Other,0,3
100185896087,2018-04-16,Other,10,60
100187786424,2018-04-26,Other,1,6
100188970270,2018-05-02,Other,0,3
100190779023,2018-05-10,Other,0,4
100195975097,2018-06-02,Other,1,3
100203152771,2018-07-01,Other,0,4
100203687883,2018-07-03,EMEA,16,8
100208802824,2018-07-28,Other,1,3
100209869241,2018-08-02,EMEA,35,13
100210762944,2018-08-07,Other,0,4
100214053547,2018-08-23,Other,0,3
100214506548,2018-08-25,Other,1,3
100214775786,2018-08-28,Other,0,3
100215541656,2018-08-30,Other,0,3
100168725124,2018-01-18,AMER,0,5
100170165606,2018-01-27,Other,1,3
100171175127,2018-02-01,Other,0,5
100178153313,2018-03-06,AMER,7,12
100182153185,2018-03-23,EMEA,20,9
100183808616,2018-04-03,Other,0,3
100187611149,2018-04-25,Other,19,8
100189245306,2018-05-03,Other,0,3
100191975360,2018-05-16,AMER,0,9
100193208388,2018-05-23,Other,0,4
100195809039,2018-06-01,AMER,0,7
100197878662,2018-06-12,Other,0,3
100198764273,2018-06-14,Other,0,3
100201341284,2018-06-24,Other,0,3
100203637739,2018-07-03,APAC,104,41
100204881791,2018-07-09,Other,0,3
100206781150,2018-07-18,EMEA,0,4
100207212766,2018-07-20,Other,0,3
100209183259,2018-07-31,Other,0,3
100209954362,2018-08-02,AMER,5,7
100211990414,2018-08-14,Other,0,3
100213436132,2018-08-21,Other,0,3
100170080516,2018-01-26,EMEA,2,3
100175001201,2018-02-21,Other,0,3
100179264077,2018-03-10,Other,1,3
100183036036,2018-03-28,EMEA,0,11
100184310848,2018-04-05,Other,0,3
100185745454,2018-04-15,Other,1,3
100190995190,2018-05-11,Other,0,5
100191031267,2018-05-11,Other,0,3
100193801831,2018-05-25,EMEA,37,37
100195995740,2018-06-04,Other,0,3
100195995785,2018-06-04,Other,0,3
100201338317,2018-06-23,Other,1,3
100205476943,2018-07-11,EMEA,2,44
100206499518,2018-07-17,APAC,0,14
100210370809,2018-08-06,Other,0,3
100211714705,2018-08-12,Other,0,3
100213019284,2018-08-17,Other,2,3
100213619544,2018-08-22,Other,0,4
100214273127,2018-08-24,Other,0,3
100167671895,2018-01-12,ASIA,0,6
100169721561,2018-01-25,ASIA,0,13
100172914128,2018-02-09,EMEA,0,3
100176810027,2018-03-01,EMEA,0,8
100179559940,2018-03-13,APAC,56,26
100180752426,2018-03-19,Other,0,3
